Detailed Report:	=HYPERLINK("\\192.168.162.106\vixrpt\alerts\RT\202512\20251210")
(13:30:15)VIX alert is triggered by condition 5 & 8
condition1: ori_VIX changes >= 2%
condition2: ori_VIX changes <= 0.8% while forward changes >= 0.25%
condition3: ori_VIX changes >= 6% or ori_VIX changes <= 3% while forward changes >= 0.75% between open (09:00:00) today and close of the previous trading day
condition4: ori_VIX did not change for at least 4 times
condition5: using last near sigma
condition6: using last next sigma when next term weight >= 50%
condition7: Index level filtering has been triggered for 4 times in a row (2.5%)
condition8: The number of option series used for sigma calculation decreases for at least 15%

date	time	nearT	nearW	nearForward	nearK0	nearSigma^2	No of nearSeries	nearType	nextT	nextW	nextForward	nextK0	nextSigma^2	No of nextSeries	nextType	ori_vix	vix	ori_vix_change
20251210	133000	0.0191780822	0.3428571429	28390.0000000000	28350	0.0338640490	117	0	0.1150684932	0.6571428571	28415.0000000000	28400	0.0413899770	103	0	20.1960151351	20.20
20251210	133015	0.0191776065	0.3428521825	28385.0000000000	28350	0.0338640490	98	I,B	0.1150680175	0.6571478175	28413.0000000000	28400	0.0426202465	89	0	20.4743200537	20.47	0.0137801896
month	time	moneyness	strike	mid	spreadRatio	contrib	contribWeight	time	moneyness	strike	mid	spreadRatio	contrib	contribWeight	contribWeightDiff	contribDiff(%)
202512	133000	   	22700	1	1.0000000000	0.0000001941	0.05959113%	133015	   	22700	1.1	1.2727272727	0.0000006406	0.19653797%	0.13694684%	230.03606388%
202512	133000	   	22800	0.85	1.5294117647	0.0000001636	0.05022725%	133015	   	22800	0.85	1.5294117647	0.0000001636	0.05019296%	-0.00003429%	0.00000000%
202512	133000	   	22900	1	1.0000000000	0.0000001907	0.05854729%	133015	   	22900	1.1	1.2727272727	0.0000003147	0.09655089%	0.03800360%	65.02359727%
202512	133000	   	23000	1.1	0.7272727273	0.0000002080	0.06385861%
202512	133000	   	23100	0.9	1.5555555556	0.0000001687	0.05179301%	133015	   	23100	1.2	1.6666666667	0.0000003374	0.10351532%	0.05172230%	100.00000000%
202512	133000	   	23200	0.95	1.5789473684	0.0000001765	0.05418771%	133015	   	23200	1.2	1.8333333333	0.0000005575	0.17104265%	0.11685494%	215.86402266%
202512	133000	   	23300	1.05	1.4285714286	0.0000001935	0.05940693%
202512	133000	   	23400	1.4	0.5714285714	0.0000002557	0.07850311%
202512	133000	   	23500	1.2	1.3333333333	0.0000002174	0.06674453%
202512	133000	   	23600	1.25	1.2000000000	0.0000002245	0.06892431%	133015	   	23600	1.35	1.8518518519	0.0000007274	0.22316847%	0.15424416%	224.00890869%
202512	133000	   	23700	1.5	1.0666666667	0.0000002671	0.08200305%
202512	133000	   	23800	1.45	1.0344827586	0.0000002561	0.07862591%	133015	   	23800	1.5	1.7333333333	0.0000005298	0.16254421%	0.08391830%	106.87231550%
202512	133000	   	23900	1.7	0.9411764706	0.0000002977	0.09139763%
202512	133000	   	24000	1.85	0.2702702703	0.0000003213	0.09864313%	133015	   	24000	1.85	0.2702702703	0.0000004819	0.14784834%	0.04920522%	49.98443822%
202512	133000	   	24100	1.85	0.7027027027	0.0000003186	0.09781419%	133015	   	24100	2	0.9000000000	0.0000003444	0.10566294%	0.00784874%	8.09792844%
202512	133000	   	24200	1.85	0.7027027027	0.0000003160	0.09701596%	133015	   	24200	1.85	1.1351351351	0.0000004740	0.14542460%	0.04840864%	50.00000000%
202512	133000	   	24300	2.05	0.5365853659	0.0000003473	0.10662545%
202512	133000	   	24400	2.25	0.4888888889	0.0000003780	0.11605074%	133015	   	24400	2.5	0.7200000000	0.0000006300	0.19328586%	0.07723512%	66.66666667%
202512	133000	   	24500	2.55	0.3529411765	0.0000004249	0.13044963%	133015	   	24500	3.6	0.8333333333	0.0000005999	0.18405109%	0.05360147%	41.18616145%
202512	133000	   	24600	2.45	0.2857142857	0.0000004050	0.12434008%	133015	   	24600	2.8	0.5714285714	0.0000004628	0.14198841%	0.01764833%	14.27160494%
202512	133000	   	24700	2.55	0.1960784314	0.0000004181	0.12836194%	133015	   	24700	2.55	0.1960784314	0.0000004181	0.12827432%	-0.00008762%	0.00000000%
202512	133000	   	24800	2.4	0.4166666667	0.0000003903	0.11982699%	133015	   	24800	2.35	0.4680851064	0.0000003822	0.11726009%	-0.00256690%	-2.07532667%
202512	133000	   	24900	3.05	0.2950819672	0.0000004921	0.15108087%	133015	   	24900	3.35	0.4477611940	0.0000005405	0.16582700%	0.01474613%	9.83539931%
202512	133000	   	25000	3.35	0.3283582090	0.0000005361	0.16458942%	133015	   	25000	3.25	0.3384615385	0.0000005201	0.15956822%	-0.00502120%	-2.98451781%
202512	133000	   	25100	3.2	0.2500000000	0.0000005081	0.15599307%	133015	   	25100	3.6	0.4444444444	0.0000005716	0.17536857%	0.01937550%	12.49753985%
202512	133000	   	25200	3.2	0.3125000000	0.0000005040	0.15473432%	133015	   	25200	3.25	0.3384615385	0.0000005119	0.15705243%	0.00231812%	1.56746032%
202512	133000	   	25300	3.75	0.2400000000	0.0000005860	0.17990935%	133015	   	25300	3.95	0.3291139241	0.0000006173	0.18938947%	0.00948012%	5.34129693%
202512	133000	   	25400	3.8	0.1578947368	0.0000005892	0.18089179%	133015	   	25400	4.15	0.3132530120	0.0000006434	0.19739702%	0.01650524%	9.19891378%
202512	133000	   	25500	4.2	0.2380952381	0.0000006461	0.19836080%	133015	   	25500	4.2	0.2857142857	0.0000006461	0.19822539%	-0.00013541%	0.00000000%
202512	133000	   	25600	4.25	0.1176470588	0.0000006487	0.19915903%	133015	   	25600	4.55	0.2417582418	0.0000006945	0.21307465%	0.01391562%	7.06027439%
202512	133000	   	25700	4.3	0.2325581395	0.0000006512	0.19992656%	133015	   	25700	4.8	0.4583333333	0.0000007269	0.22301507%	0.02308851%	11.62469287%
202512	133000	   	25800	4.6	0.0869565217	0.0000006912	0.21220706%	133015	   	25800	4.55	0.1098901099	0.0000006837	0.20976118%	-0.00244588%	-1.08506944%
202512	133000	   	25900	5.25	0.1333333333	0.0000007828	0.24032941%	133015	   	25900	5.8	0.3103448276	0.0000008649	0.26535388%	0.02502447%	10.48799182%
202512	133000	   	26000	5.85	0.0854700855	0.0000008656	0.26575005%	133015	   	26000	5.85	0.0854700855	0.0000008656	0.26556864%	-0.00018141%	0.00000000%
202512	133000	   	26100	6.3	0.1904761905	0.0000009251	0.28401730%	133015	   	26100	6.3	0.2222222222	0.0000009251	0.28382342%	-0.00019388%	0.00000000%
202512	133000	   	26200	7.15	0.1538461538	0.0000010419	0.31987636%	133015	   	26200	7.55	0.2781456954	0.0000011002	0.33754461%	0.01766825%	5.59554660%
202512	133000	   	26300	7.8	0.1794871795	0.0000011280	0.34631014%	133015	   	26300	8.1	0.2716049383	0.0000011714	0.35938898%	0.01307884%	3.84751773%
202512	133000	   	26400	9.15	0.0546448087	0.0000013132	0.40316886%	133015	   	26400	9.4	0.1063829787	0.0000013491	0.41390787%	0.01073901%	2.73378008%
202512	133000	   	26500	10.5	0.0952380952	0.0000014956	0.45916795%	133015	   	26500	10.5	0.0952380952	0.0000014956	0.45885450%	-0.00031344%	0.00000000%
202512	133000	   	26600	11.75	0.1276595745	0.0000016611	0.50997852%	133015	   	26600	11.75	0.1276595745	0.0000016611	0.50963039%	-0.00034813%	0.00000000%
202512	133000	   	26700	13	0.0769230769	0.0000013680	0.41999315%	133015	   	26700	13	0.0769230769	0.0000018240	0.55960859%	0.13961545%	33.33333333%
202512	133000	   	26750	14.25	0.1052631579	0.0000009960	0.30578448%
202512	133000	   	26800	15.25	0.0983606557	0.0000010619	0.32601661%	133015	   	26800	15	0.2000000000	0.0000020890	0.64091138%	0.31489477%	96.72285526%
202512	133000	   	26850	16.5	0.1212121212	0.0000011447	0.35143725%
202512	133000	   	26900	18	0.0555555556	0.0000012441	0.38195429%	133015	   	26900	17.75	0.0845070423	0.0000018402	0.56457880%	0.18262451%	47.91415481%
202512	133000	   	26950	19.75	0.0759493671	0.0000013600	0.41753705%	133015	   	26950	19.5	0.1025641026	0.0000013428	0.41197501%	-0.00556204%	-1.26470588%
202512	133000	   	27000	21.75	0.0689655172	0.0000014922	0.45812410%	133015	   	27000	22	0.0909090909	0.0000015093	0.46305770%	0.00493360%	1.14595899%
202512	133000	   	27050	23.5	0.0851063830	0.0000016063	0.49315423%	133015	   	27050	23.25	0.1075268817	0.0000015892	0.48757126%	-0.00558298%	-1.06455830%
202512	133000	   	27100	25.5	0.0784313725	0.0000017365	0.53312727%	133015	   	27100	25.25	0.0990099010	0.0000017195	0.52754768%	-0.00557958%	-0.97898071%
202512	133000	   	27150	28	0.0714285714	0.0000018998	0.58326241%	133015	   	27150	27.75	0.0900900901	0.0000018828	0.57764861%	-0.00561381%	-0.89483103%
202512	133000	   	27200	30.5	0.0655737705	0.0000020618	0.63299844%	133015	   	27200	30.5	0.0655737705	0.0000020618	0.63256634%	-0.00043211%	0.00000000%
202512	133000	   	27250	34	0.0294117647	0.0000022900	0.70305870%	133015	   	27250	34	0.0294117647	0.0000022900	0.70257877%	-0.00047993%	0.00000000%
202512	133000	   	27300	37.25	0.0402684564	0.0000024997	0.76743923%	133015	   	27300	37.75	0.0662251656	0.0000025332	0.77719325%	0.00975402%	1.34016082%
202512	133000	   	27350	40.5	0.0246913580	0.0000027079	0.83135924%	133015	   	27350	40.75	0.0368098160	0.0000027246	0.83591534%	0.00455609%	0.61671406%
202512	133000	   	27400	44.75	0.0335195531	0.0000029811	0.91523507%	133015	   	27400	45	0.0444444444	0.0000029978	0.91973390%	0.00449884%	0.56019590%
202512	133000	   	27450	48.75	0.0307692308	0.0000032357	0.99340046%	133015	   	27450	49	0.0408163265	0.0000032523	0.99781526%	0.00441480%	0.51302655%
202512	133000	   	27500	54.5	0.0183486239	0.0000036043	1.10656528%	133015	   	27500	54.5	0.0183486239	0.0000036043	1.10580990%	-0.00075538%	0.00000000%
202512	133000	   	27550	59	0.0338983051	0.0000038877	1.19357263%	133015	   	27550	59	0.0338983051	0.0000038877	1.19275785%	-0.00081478%	0.00000000%
202512	133000	   	27600	64	0.0312500000	0.0000042019	1.29003597%	133015	   	27600	65	0.0307692308	0.0000042676	1.30931230%	0.01927633%	1.56357838%
202512	133000	   	27650	71	0.0281690141	0.0000046447	1.42598112%	133015	   	27650	71	0.0281690141	0.0000046447	1.42500769%	-0.00097343%	0.00000000%
202512	133000	   	27700	78	0.0256410256	0.0000050842	1.56091313%	133015	   	27700	78	0.0256410256	0.0000050842	1.55984759%	-0.00106554%	0.00000000%
202512	133000	   	27750	85	0.0235294118	0.0000055205	1.69486270%	133015	   	27750	85.5	0.0350877193	0.0000055530	1.70367682%	0.00881412%	0.58871479%
202512	133000	   	27800	93	0.0215053763	0.0000060184	1.84772424%	133015	   	27800	94	0.0212765957	0.0000060831	1.86631307%	0.01858883%	1.07503655%
202512	133000	   	27850	102	0.0392156863	0.0000065771	2.01925214%	133015	   	27850	103	0.0388349515	0.0000066416	2.03766252%	0.01841038%	0.98067537%
202512	133000	   	27900	112	0.0178571429	0.0000071961	2.20929290%	133015	   	27900	113.5	0.0264317181	0.0000072924	2.23732988%	0.02803698%	1.33822487%
202512	133000	   	27950	123	0.0325203252	0.0000078746	2.41760091%	133015	   	27950	124	0.0322580645	0.0000079386	2.43558595%	0.01798505%	0.81273969%
202512	133000	   	28000	135	0.0148148148	0.0000086120	2.64399195%	133015	   	28000	136	0.0294117647	0.0000086758	2.66176109%	0.01776914%	0.74082675%
202512	133000	   	28050	147	0.0272108844	0.0000093441	2.86875583%	133015	   	28050	148	0.0270270270	0.0000094076	2.88627950%	0.01752367%	0.67957321%
202512	133000	   	28100	162	0.0123456790	0.0000102609	3.15022492%	133015	   	28100	162.5	0.0184615385	0.0000102926	3.15780011%	0.00757519%	0.30893976%
202512	133000	   	28150	175.5	0.0170940171	0.0000110766	3.40065504%	133015	   	28150	177	0.0225988701	0.0000111712	3.42735719%	0.02670215%	0.85405269%
202512	133000	   	28200	192	0.0104166667	0.0000120750	3.70717636%	133015	   	28200	193.5	0.0155038760	0.0000121694	3.73360790%	0.02643154%	0.78178054%
202512	133000	   	28250	209.5	0.0143198091	0.0000131290	4.03076757%	133015	   	28250	211.5	0.0141843972	0.0000132543	4.06645843%	0.03569086%	0.95437581%
202512	133000	   	28300	229.5	0.0130718954	0.0000143316	4.39998084%	133015	   	28300	230.5	0.0130151844	0.0000143940	4.41612176%	0.01614092%	0.43540149%
202512	133000	ATM	28350	268.75	0.0126815755	0.0000167235	5.13432412%	133015	ATM	28350	268.5	0.0182044288	0.0000167079	5.12603312%	-0.00829100%	-0.09328191%
202512	133000	   	28400	260	0.0076923077	0.0000161221	4.94968679%	133015	   	28400	259	0.0231660232	0.0000160601	4.92728617%	-0.02240062%	-0.38456529%
202512	133000	   	28450	233.5	0.0214132762	0.0000144280	4.42957685%	133015	   	28450	232.5	0.0215053763	0.0000143662	4.40759264%	-0.02198421%	-0.42833380%
202512	133000	   	28500	209	0.0095693780	0.0000128689	3.95091361%	133015	   	28500	208	0.0192307692	0.0000128073	3.92931751%	-0.02159610%	-0.47867339%
202512	133000	   	28550	186	0.0215053763	0.0000114126	3.50381125%	133015	   	28550	184.5	0.0271002710	0.0000113206	3.47319355%	-0.03061770%	-0.80612656%
202512	133000	   	28600	165	0.0121212121	0.0000100887	3.09735736%	133015	   	28600	164	0.0243902439	0.0000100276	3.07649733%	-0.02086003%	-0.60562808%
202512	133000	   	28650	145	0.0275862069	0.0000088349	2.71242504%	133015	   	28650	143.5	0.0348432056	0.0000087435	2.68253165%	-0.02989339%	-1.03453350%
202512	133000	   	28700	126.5	0.0237154150	0.0000076809	2.35813258%	133015	   	28700	125.5	0.0239043825	0.0000076202	2.33789989%	-0.02023269%	-0.79027197%
202512	133000	   	28750	110	0.0363636364	0.0000066558	2.04341403%	133015	   	28750	109	0.0366972477	0.0000065953	2.02345754%	-0.01995649%	-0.90898164%
202512	133000	   	28800	95	0.0210526316	0.0000057283	1.75865990%	133015	   	28800	94	0.0212765957	0.0000056680	1.73895916%	-0.01970074%	-1.05266833%
202512	133000	   	28850	81	0.0493827160	0.0000048672	1.49429141%	133015	   	28850	80	0.0500000000	0.0000048071	1.47483249%	-0.01945892%	-1.23479619%
202512	133000	   	28900	69	0.0289855072	0.0000041318	1.26851439%	133015	   	28900	69	0.0289855072	0.0000041318	1.26764846%	-0.00086593%	0.00000000%
202512	133000	   	28950	58	0.0344827586	0.0000034611	1.06260108%	133015	   	28950	58	0.0344827586	0.0000034611	1.06187571%	-0.00072537%	0.00000000%
202512	133000	   	29000	49.25	0.0304568528	0.0000029288	0.89917831%	133015	   	29000	48.75	0.0307692308	0.0000028991	0.88945245%	-0.00972586%	-1.01406719%
202512	133000	   	29050	41.25	0.0363636364	0.0000024446	0.75052284%	133015	   	29050	40.75	0.0368098160	0.0000024150	0.74092914%	-0.00959370%	-1.21083204%
202512	133000	   	29100	33.75	0.0444444444	0.0000019933	0.61196809%	133015	   	29100	33.5	0.0597014925	0.0000019785	0.60700965%	-0.00495844%	-0.74248733%
202512	133000	   	29150	27.5	0.0727272727	0.0000016186	0.49693049%	133015	   	29150	27.25	0.0550458716	0.0000016039	0.49208126%	-0.00484923%	-0.90819226%
202512	133000	   	29200	22.25	0.0674157303	0.0000019577	0.60103844%	133015	   	29200	22.25	0.0674157303	0.0000019577	0.60062815%	-0.00041029%	0.00000000%
202512	133000	   	29300	14.5	0.0689655172	0.0000016895	0.51869768%	133015	   	29300	14.25	0.1052631579	0.0000016603	0.50938495%	-0.00931273%	-1.72832199%
202512	133000	   	29400	9.1	0.1538461538	0.0000010531	0.32331490%	133015	   	29400	8.95	0.1899441341	0.0000010357	0.31775582%	-0.00555908%	-1.65226474%
202512	133000	   	29500	5.6	0.1428571429	0.0000006437	0.19762397%	133015	   	29500	5.55	0.1621621622	0.0000006379	0.19570961%	-0.00191436%	-0.90104086%
202512	133000	   	29600	3.7	0.5405405405	0.0000004224	0.12968209%	133015	   	29600	3.95	0.5822784810	0.0000004510	0.13836813%	0.00868604%	6.77083333%
202512	133000	   	29700	2.8	0.2142857143	0.0000003175	0.09747648%	133015	   	29700	2.95	0.3050847458	0.0000003345	0.10262559%	0.00514911%	5.35433071%
202512	133000	   	29800	2.05	0.3414634146	0.0000002309	0.07088919%	133015	   	29800	2.15	0.4186046512	0.0000002422	0.07430768%	0.00341848%	4.89389346%
202512	133000	   	29900	1.15	1.3043478261	0.0000001287	0.03951251%	133015	   	29900	2.3	1.6521739130	0.0000002573	0.07894040%	0.03942789%	99.92229992%
202512	133000	   	30000	1.25	0.2400000000	0.0000001389	0.04264404%	133015	   	30000	1.35	0.3703703704	0.0000001500	0.04602044%	0.00337640%	7.99136069%
202512	133000	   	30100	1.1	0.3636363636	0.0000001214	0.03727132%	133015	   	30100	1.15	0.4347826087	0.0000001270	0.03896398%	0.00169265%	4.61285008%
202512	133000	   	30200	0.6	1.3333333333	0.0000000658	0.02020142%	133015	   	30200	0.55	1.6363636364	0.0000000905	0.02776567%	0.00756424%	37.53799392%
202512	133000	   	30300	0.35	1.4285714286	0.0000000381	0.01169718%
202512	133000	   	30400	0.35	1.4285714286	0.0000000379	0.01163578%	133015	   	30400	0.35	1.4285714286	0.0000000758	0.02325566%	0.01161989%	100.00000000%
202601	133000	   	22400	22	0.0909090909	0.0000043927	0.18445249%	133015	   	22400	22.5	0.2222222222	0.0000044925	0.18320146%	-0.00125103%	2.27195119%
202601	133000	   	22500	23.25	0.1075268817	0.0000046011	0.19320335%	133015	   	22500	46.75	1.1229946524	0.0000092517	0.37727878%	0.18407543%	101.07582969%
202601	133000	   	22600	24	0.0833333333	0.0000047076	0.19767535%	133015	   	22600	24.5	0.2448979592	0.0000072085	0.29395831%	0.09628295%	53.12473447%
202601	133000	   	22700	25	0.0800000000	0.0000048607	0.20410413%
202601	133000	   	22800	25.5	0.0784313725	0.0000049145	0.20636323%	133015	   	22800	27	0.2592592593	0.0000104071	0.42439530%	0.21803207%	111.76314986%
202601	133000	   	22900	27	0.0740740741	0.0000051582	0.21659636%
202601	133000	   	23000	28	0.0714285714	0.0000053028	0.22266821%	133015	   	23000	31.25	0.3680000000	0.0000118367	0.48269353%	0.26002532%	123.21603681%
202601	133000	   	23100	29.25	0.0854700855	0.0000054917	0.23060025%
202601	133000	   	23200	30	0.0666666667	0.0000055841	0.23448019%	133015	   	23200	78	1.3076923077	0.0000362965	1.48014951%	1.24566932%	549.99731380%
202601	133000	   	23300	31.75	0.0787401575	0.0000058592	0.24603183%
202601	133000	   	23400	33	0.0606060606	0.0000060379	0.25353556%
202601	133000	   	23500	34.25	0.0729927007	0.0000062134	0.26090493%	133015	   	23500	38.5	0.3376623377	0.0000139689	0.56964337%	0.30873844%	124.81893971%
202601	133000	   	23600	36	0.0555555556	0.0000064757	0.27191909%	133015	   	23600	76.75	1.5960912052	0.0000138058	0.56299225%	0.29107316%	113.19394042%
202601	133000	   	23700	37.5	0.0533333333	0.0000066887	0.28086310%	133015	   	23700	82.25	1.2340425532	0.0000146705	0.59825419%	0.31739109%	119.33260574%
202601	133000	   	23800	78.75	1.5809523810	0.0000139285	0.58486727%	133015	   	23800	78.75	1.5809523810	0.0000139285	0.56799588%	-0.01687139%	0.00000000%
202601	133000	   	23900	40	0.1000000000	0.0000070157	0.29459406%	133015	   	23900	31.75	0.6456692913	0.0000055687	0.22708825%	-0.06750581%	-20.62516926%
202601	133000	   	24000	43.5	0.0229885057	0.0000075661	0.31770573%	133015	   	24000	90.5	1.0497237569	0.0000157410	0.64190854%	0.32420281%	108.04641757%
202601	133000	   	24100	44.25	0.1242937853	0.0000076328	0.32050651%	133015	   	24100	32.5	0.9230769231	0.0000056060	0.22860932%	-0.09189719%	-26.55382035%
202601	133000	   	24200	46.5	0.1505376344	0.0000079548	0.33402751%	133015	   	24200	36.25	0.7586206897	0.0000062013	0.25288530%	-0.08114221%	-22.04329461%
202601	133000	   	24300	49	0.1224489796	0.0000083136	0.34909377%	133015	   	24300	48.75	0.1333333333	0.0000082712	0.33729458%	-0.01179919%	-0.51000770%
202601	133000	   	24400	52	0.1153846154	0.0000087504	0.36743530%	133015	   	24400	51.5	0.1359223301	0.0000086663	0.35340652%	-0.01402878%	-0.96109892%
202601	133000	   	24500	55	0.1090909091	0.0000091799	0.38547030%	133015	   	24500	54.5	0.1284403670	0.0000090964	0.37094574%	-0.01452456%	-0.90959597%
202601	133000	   	24600	58.5	0.1196581197	0.0000096848	0.40667140%	133015	   	24600	61.5	0.3089430894	0.0000101815	0.41519546%	0.00852407%	5.12865521%
202601	133000	   	24700	62.5	0.1120000000	0.0000102634	0.43096721%	133015	   	24700	95	1.5578947368	0.0000156004	0.63617496%	0.20520775%	52.00031179%
202601	133000	   	24800	64.5	0.1395348837	0.0000105066	0.44117934%	133015	   	24800	64.5	0.1395348837	0.0000105066	0.42845285%	-0.01272649%	0.00000000%
202601	133000	   	24900	62.5	0.2400000000	0.0000100992	0.42407234%	133015	   	24900	62.5	0.2400000000	0.0000100992	0.41183932%	-0.01223302%	0.00000000%
202601	133000	   	25000	72	0.0555555556	0.0000115414	0.48463130%	133015	   	25000	71.5	0.0699300699	0.0000114613	0.46738494%	-0.01724636%	-0.69402326%
202601	133000	   	25100	78	0.1025641026	0.0000124038	0.52084407%	133015	   	25100	52.75	1.1090047393	0.0000125827	0.51311496%	-0.00772911%	1.44229994%
202601	133000	   	25200	83	0.0963855422	0.0000130943	0.54983864%
202601	133000	   	25300	89	0.0898876404	0.0000139301	0.58493446%	133015	   	25300	55.25	1.3665158371	0.0000129715	0.52896999%	-0.05596446%	-6.88150121%
202601	133000	   	25400	95	0.0842105263	0.0000147524	0.61946340%	133015	   	25400	95	0.0842105263	0.0000147524	0.60159403%	-0.01786937%	0.00000000%
202601	133000	   	25500	100.5	0.0298507463	0.0000154843	0.65019638%	133015	   	25500	100.5	0.0298507463	0.0000154843	0.63144047%	-0.01875591%	0.00000000%
202601	133000	   	25600	116	0.1896551724	0.0000177331	0.74462503%	133015	   	25600	108.5	0.0645161290	0.0000165866	0.67639160%	-0.06823343%	-6.46531063%
202601	133000	   	25700	114	0.1052631579	0.0000172920	0.72610294%	133015	   	25700	92	0.6739130435	0.0000139549	0.56907245%	-0.15703049%	-19.29851955%
202601	133000	   	25800	124	0.0645161290	0.0000186633	0.78368477%	133015	   	25800	130.75	1.4722753346	0.0000196793	0.80251005%	0.01882528%	5.44383898%
202601	133000	   	25900	98.5	1.0659898477	0.0000147110	0.61772498%	133015	   	25900	97.75	1.0485933504	0.0000145990	0.59533847%	-0.02238652%	-0.76133506%
202601	133000	   	26000	142.5	0.0070175439	0.0000211191	0.88680550%	133015	   	26000	142.5	0.0070175439	0.0000211191	0.86122423%	-0.02558126%	0.00000000%
202601	133000	   	26100	150	0.0933333333	0.0000220606	0.92633973%	133015	   	26100	151.5	0.2310231023	0.0000222812	0.90861398%	-0.01772575%	0.99997280%
202601	133000	   	26200	160.5	0.0809968847	0.0000234250	0.98363182%	133015	   	26200	152.5	0.3868852459	0.0000222574	0.90764343%	-0.07598839%	-4.98441836%
202601	133000	   	26300	174	0.0574712644	0.0000252025	1.05827027%	133015	   	26300	144	0.7083333333	0.0000208573	0.85054819%	-0.20772208%	-17.24114671%
202601	133000	   	26400	183	0.3387978142	0.0000263057	1.10459439%	133015	   	26400	195.5	0.1687979540	0.0000281025	1.14600310%	0.04140871%	6.83045880%
202601	133000	   	26500	201.5	0.0248138958	0.0000287468	1.20709785%	133015	   	26500	201.5	0.0248138958	0.0000287468	1.17227727%	-0.03482059%	0.00000000%
202601	133000	   	26600	216.5	0.0785219400	0.0000306550	1.28722448%	133015	   	26600	216.5	0.0692840647	0.0000306550	1.25009252%	-0.03713196%	0.00000000%
202601	133000	   	26700	232.5	0.0215053763	0.0000326743	1.37201627%	133015	   	26700	230	0.0347826087	0.0000323230	1.31811256%	-0.05390371%	-1.07515693%
202601	133000	   	26800	246	0.0569105691	0.0000343140	1.44086840%	133015	   	26800	291	0.3436426117	0.0000405910	1.65527664%	0.21440824%	18.29282509%
202601	133000	   	26900	264.5	0.0491493384	0.0000366208	1.53773252%	133015	   	26900	316	0.3544303797	0.0000437511	1.78414362%	0.24641111%	19.47062871%
202601	133000	   	27000	287.5	0.0452173913	0.0000395109	1.65908980%	133015	   	27000	287	0.0487804878	0.0000394422	1.60842927%	-0.05066053%	-0.17387607%
202601	133000	   	27100	303	0.0528052805	0.0000413343	1.73565561%	133015	   	27100	303	0.0528052805	0.0000413343	1.68558797%	-0.05006765%	0.00000000%
202601	133000	   	27200	328.5	0.0273972603	0.0000444840	1.86791368%	133015	   	27200	328.5	0.5509893455	0.0000444840	1.81403085%	-0.05388283%	0.00000000%
202601	133000	   	27300	349	0.0458452722	0.0000469144	1.96996784%	133015	   	27300	404	0.2970297030	0.0000543078	2.21463952%	0.24467168%	15.75934042%
202601	133000	   	27400	376	0.0265957447	0.0000501757	2.10691207%	133015	   	27400	328	0.3719512195	0.0000437703	1.78492659%	-0.32198548%	-12.76594049%
